Common.Return	返回
Common.Ok	确定
Common.Cancel	取消
Common.Yes	是
Common.No	否
Common.Close	关闭
Common.Slot	槽位{index}
Option.Title	设置
Option.Close	关闭
Option.Video	【视频】
Option.Audio	【音频】
Option.Language	【语言】
Option.FullScreen	全屏
Option.VSync	垂直同步
Option.Music	音乐
Option.SoundEffect	音效
Title.Points	{points} pt
Title.PointsTooltip	战斗中积攒的点数。\n可用于技能树与展示室
Title.ClayEdit	编辑
Title.BattleNpc	CPU战
Title.BattlePvp	对战
Title.Training	育成
Title.SkillTree	技能
Title.ModelGallery	展厅
Title.Option	设置
Title.DesktopPet	桌面宠物
Title.Quit	退出
Title.QuitConfirm	要结束游戏吗？
Battle.Draw	平局
Battle.Victory	{winnerName} 获胜！
Battle.RangeLabel	射程
Battle.Distance	距离 {distance}
Battle.TipsBody	【操作】\n后退/接近移动\n用技能按钮攻击\n使用反击与部位破坏
Battle.TipsEscHint	按 Esc 显示教程
Battle.HintPartRepair	按住右键恢复部位
Battle.HintKnockbackReady	可使用击飞
Battle.HintCounter	反击！用{part}技能迎击
Battle.HintAttackLockout	攻击冷却中
Battle.HintChain	连击 x{count}
Battle.Miss	未命中
Battle.BandClose	近距离
Battle.BandMid	中距离
Battle.BandFar	远距离
Battle.HitHigh	高
Battle.HitMid	中
Battle.HitLow	低
Battle.HitVeryLow	极低
Battle.PartArm	臂
Battle.PartLeg	腿
Battle.PartFront	前
Battle.PartBack	后
Battle.PartBody	无
Battle.Leave	返回
Motion.LowSweep	扫腿
Motion.Kick	踢击
Motion.ShoulderRam	肩撞
Motion.HipCheck	胯撞
Motion.Stomp	踩踏
Motion.Punch	直拳
Motion.Elbow	肘击
Motion.BellyFlop	压倒
Motion.Headbutt	头槌
Motion.Fireball	火球
Motion.Bite	撕咬
Motion.TailWhip	尾击
Motion.ThunderShock	雷击
Motion.DiamondDust	钻石尘
Motion.SpinTackle	回转冲撞
Motion.Uppercut	上勾拳
Motion.WindSlasher	风刃
Motion.BodySlam	体压
Motion.Knee	膝踢
Motion.GroundPound	砸地
Motion.Slap	掌掴
Motion.Tackle	冲撞
Motion.Chop	手刀
Motion.DoubleSlap	连环掌
Motion.HammerArm	重锤臂
Motion.DoubleKick	二段踢
Motion.DropKick	飞踢
Motion.Peck	啄击
Motion.HornAttack	角撞
Motion.TailSlam	尾砸
Motion.Rollout	滚动
BattlePvp.DisconnectMessage	连接已断开
BattlePvp.DisconnectClose	关闭
ModelGallery.Points	{points} pt
ModelGallery.PostConfirm	要发布此模型吗？
ModelGallery.Slot	槽位
Enemy.Weak	弱
Enemy.Normal	普通
Enemy.Strong	强
Enemy.VeryStrong	超强
Enemy.Strongest	最强
Training.ModeSelectTitle	请选择育成方式
Training.ResumeTitle	发现进行中的育成数据
Training.AmbushTitle	强敌突袭
Training.AmbushTitleBang	强敌突袭！
Training.AmbushEnemyDefault	强敌
Training.AmbushMessage	{name}袭来！\n选择战斗或逃跑
Training.Complete	育成完成
Training.Motivation	干劲 
Training.Weather	天气
Training.Weather.Clear	晴朗
Training.Weather.Cloudy	多云
Training.Weather.Rainy	雨
Training.Weather.Desc.Clear	晴朗\n训练状态值提升 / 大成功率略微上升。
Training.Weather.Desc.Cloudy	多云\n训练状态值提升略微下降 / 强敌遭遇率略微上升。
Training.Weather.Desc.Rainy	雨\n训练状态值提升下降 / 强敌遭遇率上升。
